src_ip,dst_ip,proto,dst_port,packets,bytes,duration,label
10.0.0.4,10.0.0.8,6,5201,205,79361,6.345,0
192.168.5.233,10.0.0.12,6,80,16863,2303820,1.992,1
10.0.0.3,10.0.0.4,6,22,63,63791,10.552,0
192.168.4.225,10.0.0.12,6,80,53434,1068317,0.779,1
10.0.0.7,10.0.0.6,6,22,50,64409,8.626,0
10.0.0.11,10.0.0.7,17,5201,65,20562,2.08,0
10.0.0.4,10.0.0.1,17,22,621,71417,2.436,0
10.0.0.8,10.0.0.12,6,5201,679,22426,7.484,0
10.0.0.11,10.0.0.4,17,80,593,33071,7.158,0
10.0.0.11,10.0.0.10,17,5201,438,33337,3.646,0
192.168.2.3,10.0.0.12,6,80,49983,1343840,1.411,1
10.0.0.11,10.0.0.6,6,443,492,4080,7.625,0
10.0.0.7,10.0.0.6,6,443,504,64779,1.799,0
10.0.0.2,10.0.0.5,17,443,109,4173,2.88,0
10.0.0.6,10.0.0.9,17,22,634,64262,2.711,0
192.168.3.4,10.0.0.12,6,80,38057,2587201,1.725,1
10.0.0.7,10.0.0.10,6,80,219,40307,11.371,0
192.168.5.46,10.0.0.12,6,80,18357,3794592,0.155,1
10.0.0.2,10.0.0.8,6,22,692,23822,1.874,0
10.0.0.11,10.0.0.2,17,22,104,71006,8.833,0
10.0.0.5,10.0.0.2,6,80,212,58921,9.807,0
10.0.0.10,10.0.0.12,17,443,681,66235,5.05,0
10.0.0.12,10.0.0.11,6,80,694,45861,9.794,0
192.168.4.106,10.0.0.12,6,80,23679,1232111,1.26,1
192.168.5.101,10.0.0.12,6,80,48974,1834322,1.452,1
10.0.0.12,10.0.0.3,17,80,585,54890,11.63,0
10.0.0.10,10.0.0.3,17,5201,384,77828,8.013,0
10.0.0.8,10.0.0.10,17,22,198,66174,5.375,0
10.0.0.11,10.0.0.10,6,22,600,6073,9.276,0
10.0.0.9,10.0.0.1,17,80,61,77369,5.983,0
10.0.0.2,10.0.0.8,17,22,291,78318,1.146,0
10.0.0.3,10.0.0.12,6,22,771,11294,2.922,0
10.0.0.9,10.0.0.8,6,443,345,42550,2.369,0
10.0.0.8,10.0.0.6,6,443,423,3306,3.127,0
10.0.0.3,10.0.0.4,6,443,53,56292,1.401,0
10.0.0.4,10.0.0.9,6,443,743,72226,5.324,0
192.168.1.132,10.0.0.12,6,80,20701,3714692,1.293,1
192.168.2.71,10.0.0.12,6,80,11477,1312516,0.314,1
10.0.0.7,10.0.0.12,6,5201,523,62614,10.537,0
10.0.0.10,10.0.0.11,6,443,768,6598,5.126,0
10.0.0.7,10.0.0.12,6,80,260,12100,11.133,0
192.168.3.75,10.0.0.12,6,80,18977,648168,1.421,1
192.168.5.181,10.0.0.12,6,80,12391,2851990,1.448,1
192.168.1.155,10.0.0.12,6,80,19443,2982063,1.504,1
192.168.4.224,10.0.0.12,6,80,44767,867415,0.51,1
10.0.0.7,10.0.0.7,6,443,742,51881,10.027,0
192.168.1.49,10.0.0.12,6,80,27082,2343622,0.856,1
10.0.0.7,10.0.0.1,17,443,728,18192,3.371,0
192.168.4.162,10.0.0.12,6,80,56607,3283914,1.925,1
10.0.0.10,10.0.0.11,6,443,462,28507,11.004,0
192.168.2.119,10.0.0.12,6,80,50342,2394559,0.272,1
10.0.0.8,10.0.0.9,6,5201,671,65132,5.654,0
10.0.0.9,10.0.0.12,17,80,693,73492,3.943,0
10.0.0.12,10.0.0.7,6,80,497,59556,9.447,0
10.0.0.9,10.0.0.2,17,443,270,6617,8.651,0
10.0.0.12,10.0.0.9,17,80,580,33462,11.051,0
10.0.0.7,10.0.0.12,17,22,67,68337,9.602,0
10.0.0.1,10.0.0.11,6,443,94,66317,10.221,0
192.168.4.229,10.0.0.12,6,80,43190,1905551,0.979,1
10.0.0.7,10.0.0.4,6,443,149,38757,1.769,0
10.0.0.3,10.0.0.3,6,80,45,47571,10.394,0
192.168.5.144,10.0.0.12,6,80,41689,929393,0.492,1
10.0.0.3,10.0.0.2,17,80,310,27222,1.004,0
10.0.0.2,10.0.0.8,6,22,581,55319,9.953,0
10.0.0.7,10.0.0.1,6,22,558,38376,0.697,0
10.0.0.2,10.0.0.6,6,80,139,36846,7.68,0
10.0.0.3,10.0.0.3,6,22,113,67343,9.365,0
10.0.0.2,10.0.0.8,6,5201,278,11951,5.083,0
192.168.3.52,10.0.0.12,6,80,30012,1033564,0.161,1
10.0.0.1,10.0.0.3,17,80,54,31139,10.819,0
10.0.0.12,10.0.0.3,6,443,518,46243,6.515,0
192.168.3.212,10.0.0.12,6,80,52890,3854928,0.672,1
10.0.0.9,10.0.0.9,6,22,502,39966,2.785,0
192.168.4.187,10.0.0.12,6,80,59843,2646084,1.263,1
10.0.0.5,10.0.0.11,17,80,153,6743,11.382,0
10.0.0.4,10.0.0.3,17,5201,338,36113,8.881,0
10.0.0.8,10.0.0.5,6,80,171,40674,10.003,0
192.168.3.211,10.0.0.12,6,80,14376,2413376,1.261,1
10.0.0.5,10.0.0.6,6,5201,78,12757,10.065,0
10.0.0.1,10.0.0.7,6,5201,524,49815,3.211,0
10.0.0.2,10.0.0.12,6,80,230,34130,5.98,0
10.0.0.1,10.0.0.7,6,80,696,8219,2.799,0
10.0.0.7,10.0.0.11,17,22,60,48818,3.038,0
192.168.1.143,10.0.0.12,6,80,23442,1304898,0.323,1
10.0.0.4,10.0.0.4,6,443,581,73956,5.275,0
192.168.4.222,10.0.0.12,6,80,48439,2554969,1.407,1
192.168.2.159,10.0.0.12,6,80,23970,2798264,0.402,1
10.0.0.3,10.0.0.7,17,80,664,39471,4.727,0
192.168.5.237,10.0.0.12,6,80,18537,3485556,1.117,1
192.168.5.70,10.0.0.12,6,80,11478,2450187,1.344,1
10.0.0.8,10.0.0.9,6,443,758,17627,1.691,0
10.0.0.11,10.0.0.9,17,443,574,77842,2.593,0
10.0.0.7,10.0.0.10,6,443,334,10520,5.675,0
192.168.1.179,10.0.0.12,6,80,17696,2581753,0.386,1
10.0.0.7,10.0.0.12,6,5201,82,30808,4.905,0
10.0.0.11,10.0.0.6,6,80,245,28510,10.865,0
10.0.0.6,10.0.0.1,17,80,593,74438,2.739,0
192.168.3.39,10.0.0.12,6,80,18321,1647716,0.317,1
10.0.0.7,10.0.0.9,6,5201,100,42024,3.403,0
10.0.0.10,10.0.0.10,6,80,560,28738,6.318,0
10.0.0.9,10.0.0.5,17,443,590,25261,6.752,0
10.0.0.10,10.0.0.8,17,80,247,38562,8.63,0
192.168.5.252,10.0.0.12,6,80,57190,3766816,0.631,1
10.0.0.5,10.0.0.6,17,80,346,70742,4.87,0
192.168.5.218,10.0.0.12,6,80,28741,1589093,1.098,1
192.168.1.166,10.0.0.12,6,80,16896,2519538,0.395,1
10.0.0.12,10.0.0.4,6,80,378,32159,8.033,0
192.168.2.237,10.0.0.12,6,80,9138,2511245,0.762,1
10.0.0.6,10.0.0.5,17,22,277,39963,2.666,0
10.0.0.4,10.0.0.3,6,443,118,22344,5.67,0
192.168.5.62,10.0.0.12,6,80,40062,2130609,0.22,1
10.0.0.6,10.0.0.5,17,443,171,58061,9.606,0
10.0.0.6,10.0.0.5,6,80,360,23096,10.711,0
192.168.2.183,10.0.0.12,6,80,40881,1629318,0.881,1
10.0.0.3,10.0.0.5,17,443,73,39484,2.846,0
10.0.0.10,10.0.0.9,17,5201,621,70341,3.891,0
10.0.0.1,10.0.0.10,6,5201,683,77303,7.0,0
192.168.3.36,10.0.0.12,6,80,36962,3006720,1.094,1
192.168.1.73,10.0.0.12,6,80,30604,1973689,0.685,1
10.0.0.2,10.0.0.1,17,80,703,22342,11.194,0
192.168.2.1,10.0.0.12,6,80,15746,600607,0.983,1
10.0.0.12,10.0.0.11,17,443,343,50090,3.723,0
192.168.2.227,10.0.0.12,6,80,47938,1476105,1.446,1
192.168.2.56,10.0.0.12,6,80,46591,3266020,1.004,1
10.0.0.7,10.0.0.2,17,22,628,35471,9.782,0
192.168.2.53,10.0.0.12,6,80,44863,3465936,0.166,1
192.168.3.179,10.0.0.12,6,80,33565,947817,1.298,1
10.0.0.8,10.0.0.5,17,22,732,52983,8.961,0
192.168.5.192,10.0.0.12,6,80,27927,3549140,1.592,1
10.0.0.5,10.0.0.5,17,22,636,36918,11.906,0
192.168.4.160,10.0.0.12,6,80,17556,2347437,0.185,1
192.168.1.14,10.0.0.12,6,80,50261,2027536,0.642,1
192.168.2.147,10.0.0.12,6,80,47694,2133959,0.456,1
10.0.0.4,10.0.0.3,6,80,445,29483,2.523,0
192.168.2.53,10.0.0.12,6,80,50760,1081232,1.204,1
10.0.0.11,10.0.0.11,17,22,503,71535,3.112,0
192.168.5.126,10.0.0.12,6,80,10767,3951070,1.67,1
10.0.0.1,10.0.0.8,6,22,741,11853,6.302,0
192.168.1.5,10.0.0.12,6,80,39443,3306138,0.679,1
10.0.0.7,10.0.0.5,6,443,602,10372,1.021,0
10.0.0.12,10.0.0.6,6,5201,671,67981,2.138,0
192.168.3.236,10.0.0.12,6,80,36490,3510634,1.967,1
10.0.0.12,10.0.0.11,6,443,556,32887,2.379,0
10.0.0.2,10.0.0.11,17,443,482,24619,1.078,0
10.0.0.1,10.0.0.6,6,22,587,40634,9.005,0
192.168.2.4,10.0.0.12,6,80,16975,2673365,0.635,1
10.0.0.10,10.0.0.3,17,22,115,11294,4.271,0
10.0.0.12,10.0.0.10,6,5201,476,67749,4.641,0
192.168.1.122,10.0.0.12,6,80,15398,1974049,1.009,1
10.0.0.3,10.0.0.11,6,443,187,68150,1.873,0
10.0.0.11,10.0.0.12,17,443,707,32545,0.863,0
192.168.5.238,10.0.0.12,6,80,17678,3991526,1.658,1
10.0.0.1,10.0.0.6,6,22,377,49931,5.453,0
10.0.0.3,10.0.0.12,17,80,248,12622,2.233,0
192.168.5.210,10.0.0.12,6,80,21607,705180,0.451,1
10.0.0.12,10.0.0.6,6,5201,511,19434,7.14,0
10.0.0.7,10.0.0.9,6,22,39,24447,3.643,0
10.0.0.5,10.0.0.10,6,443,109,52429,4.792,0
10.0.0.11,10.0.0.10,6,22,77,44013,1.587,0
10.0.0.10,10.0.0.3,6,443,653,65564,5.835,0
10.0.0.12,10.0.0.2,6,22,386,40023,2.077,0
192.168.3.199,10.0.0.12,6,80,26737,2435030,0.416,1
10.0.0.7,10.0.0.6,6,443,616,72316,2.569,0
192.168.2.184,10.0.0.12,6,80,56055,1018182,0.273,1
192.168.3.6,10.0.0.12,6,80,45850,3681353,0.693,1
10.0.0.3,10.0.0.6,6,22,541,38030,10.228,0
10.0.0.7,10.0.0.2,6,80,103,70331,2.974,0
192.168.4.247,10.0.0.12,6,80,34951,1772334,0.942,1
10.0.0.2,10.0.0.7,17,22,35,68546,9.954,0
192.168.1.5,10.0.0.12,6,80,58770,2531112,1.539,1
10.0.0.10,10.0.0.6,6,443,397,41015,8.941,0
192.168.5.135,10.0.0.12,6,80,22558,3776939,1.878,1
192.168.4.35,10.0.0.12,6,80,40920,3036344,0.991,1
10.0.0.1,10.0.0.12,17,22,391,3451,4.385,0
10.0.0.11,10.0.0.8,6,22,152,33125,9.067,0
10.0.0.12,10.0.0.8,6,443,280,78104,8.104,0
192.168.5.165,10.0.0.12,6,80,28167,2595827,1.114,1
192.168.3.228,10.0.0.12,6,80,11379,965427,0.828,1
192.168.4.192,10.0.0.12,6,80,45943,2010740,1.87,1
10.0.0.6,10.0.0.10,6,22,512,75861,6.827,0
10.0.0.11,10.0.0.5,17,22,692,2031,10.837,0
10.0.0.1,10.0.0.1,17,80,322,28332,9.105,0
10.0.0.9,10.0.0.3,17,22,279,71789,4.722,0
10.0.0.11,10.0.0.8,6,80,722,45832,9.897,0
10.0.0.4,10.0.0.2,17,22,249,6410,8.189,0
10.0.0.11,10.0.0.5,17,22,62,12897,7.794,0
10.0.0.11,10.0.0.6,6,5201,292,25678,11.634,0
10.0.0.2,10.0.0.2,17,5201,744,63539,6.546,0
192.168.4.114,10.0.0.12,6,80,13203,3021685,1.24,1
192.168.3.101,10.0.0.12,6,80,48075,3614135,1.187,1
10.0.0.11,10.0.0.1,6,443,214,3471,7.645,0
10.0.0.9,10.0.0.3,17,80,237,59930,10.673,0
10.0.0.1,10.0.0.7,17,22,143,21893,7.216,0
192.168.5.117,10.0.0.12,6,80,19669,2124581,0.81,1
10.0.0.5,10.0.0.4,6,443,590,11122,1.485,0
192.168.2.227,10.0.0.12,6,80,27343,3031832,0.398,1
10.0.0.6,10.0.0.11,6,5201,635,38146,9.152,0
10.0.0.2,10.0.0.11,17,5201,729,56777,10.652,0
192.168.5.232,10.0.0.12,6,80,57478,3168134,1.639,1
10.0.0.6,10.0.0.8,17,22,585,75227,1.049,0
10.0.0.8,10.0.0.7,17,80,330,56736,4.094,0
10.0.0.5,10.0.0.12,17,5201,287,59113,9.481,0
192.168.5.17,10.0.0.12,6,80,27191,2474748,0.356,1
192.168.3.157,10.0.0.12,6,80,11458,1940937,1.117,1
192.168.2.176,10.0.0.12,6,80,39091,2586728,0.435,1
10.0.0.9,10.0.0.5,6,5201,526,59828,9.291,0
10.0.0.9,10.0.0.7,6,443,13,3779,11.753,0
10.0.0.12,10.0.0.12,17,80,270,26479,2.657,0
10.0.0.6,10.0.0.4,17,80,188,35582,1.103,0
10.0.0.9,10.0.0.4,6,443,152,31829,9.589,0
10.0.0.3,10.0.0.8,17,22,435,64042,11.773,0
10.0.0.10,10.0.0.7,17,5201,40,50965,8.357,0
192.168.5.239,10.0.0.12,6,80,16652,2487701,0.759,1
10.0.0.10,10.0.0.2,6,443,596,71141,2.223,0
192.168.2.176,10.0.0.12,6,80,9709,2006851,0.251,1
10.0.0.7,10.0.0.4,17,443,743,45093,1.739,0
10.0.0.9,10.0.0.3,17,5201,725,64332,1.896,0
192.168.5.207,10.0.0.12,6,80,8376,3050069,1.777,1
10.0.0.5,10.0.0.5,17,5201,180,58983,4.543,0
10.0.0.3,10.0.0.9,17,22,178,34481,11.012,0
10.0.0.8,10.0.0.2,6,5201,513,10510,7.136,0
10.0.0.5,10.0.0.7,17,443,509,29560,3.639,0
10.0.0.10,10.0.0.5,6,22,360,24769,1.809,0
10.0.0.9,10.0.0.10,6,22,524,29740,2.262,0
192.168.4.247,10.0.0.12,6,80,53252,835809,0.37,1
192.168.3.122,10.0.0.12,6,80,26994,3663183,1.963,1
192.168.3.85,10.0.0.12,6,80,42540,2235426,1.097,1
192.168.1.178,10.0.0.12,6,80,55958,2205479,1.905,1
10.0.0.8,10.0.0.10,17,80,787,21726,8.529,0
192.168.3.179,10.0.0.12,6,80,48140,2775137,1.193,1
10.0.0.10,10.0.0.12,6,443,434,44083,8.783,0
10.0.0.9,10.0.0.9,6,22,95,41420,1.409,0
10.0.0.3,10.0.0.12,17,22,659,19684,3.928,0
10.0.0.2,10.0.0.7,6,22,143,73724,1.19,0
192.168.5.29,10.0.0.12,6,80,19781,3766235,1.212,1
10.0.0.6,10.0.0.8,17,5201,377,40838,6.1,0
10.0.0.12,10.0.0.3,6,22,606,73220,2.203,0
192.168.5.79,10.0.0.12,6,80,29860,2554927,0.847,1
192.168.1.121,10.0.0.12,6,80,48525,692106,0.561,1
10.0.0.7,10.0.0.7,6,443,679,46382,1.864,0
192.168.1.168,10.0.0.12,6,80,30873,654019,0.376,1
10.0.0.11,10.0.0.11,17,80,322,69531,0.974,0
10.0.0.2,10.0.0.7,17,22,475,64768,4.264,0
10.0.0.2,10.0.0.11,6,80,432,18821,10.189,0
192.168.5.21,10.0.0.12,6,80,42298,3058821,0.268,1
192.168.1.57,10.0.0.12,6,80,16435,3411871,0.37,1
10.0.0.1,10.0.0.6,17,5201,574,17809,7.537,0
10.0.0.9,10.0.0.10,17,22,293,30461,7.473,0
192.168.5.111,10.0.0.12,6,80,59400,2326005,1.178,1
192.168.3.203,10.0.0.12,6,80,12445,1790891,0.671,1
10.0.0.4,10.0.0.9,6,80,153,66846,11.925,0
192.168.2.187,10.0.0.12,6,80,9932,3710467,0.706,1
10.0.0.12,10.0.0.10,6,443,345,20241,1.549,0
10.0.0.9,10.0.0.6,6,22,731,52651,7.239,0
10.0.0.7,10.0.0.6,17,5201,73,27910,10.078,0
10.0.0.3,10.0.0.6,6,22,257,61941,1.909,0
10.0.0.3,10.0.0.5,17,443,87,58882,9.792,0
10.0.0.8,10.0.0.3,17,80,619,40173,0.93,0
192.168.4.251,10.0.0.12,6,80,21151,3059791,0.846,1
10.0.0.1,10.0.0.1,6,22,303,62298,6.654,0
10.0.0.12,10.0.0.11,17,80,576,73554,2.126,0
10.0.0.4,10.0.0.8,17,80,256,66281,7.838,0
192.168.2.221,10.0.0.12,6,80,17051,1796033,1.408,1
192.168.4.189,10.0.0.12,6,80,57301,2933197,1.755,1
192.168.5.30,10.0.0.12,6,80,8269,1804350,1.871,1
192.168.2.97,10.0.0.12,6,80,44067,2096381,0.183,1
192.168.4.185,10.0.0.12,6,80,20724,3150888,0.781,1
10.0.0.9,10.0.0.5,17,443,121,77717,3.252,0
10.0.0.7,10.0.0.6,17,443,126,4196,8.96,0
10.0.0.4,10.0.0.9,17,22,497,13595,5.539,0
192.168.1.239,10.0.0.12,6,80,46710,3671372,0.814,1
10.0.0.6,10.0.0.3,6,5201,780,44263,11.606,0
10.0.0.1,10.0.0.7,17,5201,443,53527,1.448,0
10.0.0.11,10.0.0.9,6,443,308,57061,0.518,0
10.0.0.3,10.0.0.8,17,22,177,34703,9.113,0
10.0.0.5,10.0.0.9,17,5201,92,79185,0.958,0
192.168.1.237,10.0.0.12,6,80,25685,2232432,0.523,1
192.168.4.225,10.0.0.12,6,80,23574,2058534,0.959,1
10.0.0.6,10.0.0.7,6,80,330,33066,9.535,0
10.0.0.9,10.0.0.9,17,443,526,62144,3.638,0
10.0.0.2,10.0.0.7,17,443,658,40492,3.283,0
10.0.0.4,10.0.0.6,17,5201,156,42269,10.418,0
10.0.0.6,10.0.0.6,17,80,629,20911,8.309,0
10.0.0.6,10.0.0.5,6,22,79,45993,3.273,0
192.168.5.114,10.0.0.12,6,80,38015,1775413,1.178,1
192.168.4.99,10.0.0.12,6,80,12329,1929058,0.496,1
10.0.0.4,10.0.0.11,6,22,583,54064,11.699,0
10.0.0.10,10.0.0.3,6,22,181,45714,11.107,0
10.0.0.9,10.0.0.2,6,80,105,31782,2.413,0
192.168.2.142,10.0.0.12,6,80,10577,2111299,1.355,1
10.0.0.9,10.0.0.8,6,22,411,30069,10.752,0
192.168.1.107,10.0.0.12,6,80,38178,820446,0.321,1
10.0.0.1,10.0.0.5,6,22,301,60352,11.875,0
10.0.0.8,10.0.0.8,6,22,576,50007,5.466,0
10.0.0.6,10.0.0.12,17,5201,181,24902,10.323,0
10.0.0.7,10.0.0.11,6,443,258,10190,3.562,0
10.0.0.5,10.0.0.9,6,443,332,2852,11.557,0
10.0.0.12,10.0.0.2,17,443,720,40051,10.889,0
192.168.2.52,10.0.0.12,6,80,52915,2067918,0.396,1
10.0.0.7,10.0.0.12,17,5201,357,25286,6.206,0
10.0.0.4,10.0.0.9,6,80,102,72836,3.772,0
192.168.3.237,10.0.0.12,6,80,52071,2509525,1.841,1
192.168.3.247,10.0.0.12,6,80,42750,3364190,1.916,1
10.0.0.12,10.0.0.1,6,22,753,29945,8.393,0
192.168.1.109,10.0.0.12,6,80,53273,3700353,1.59,1
10.0.0.4,10.0.0.2,17,443,545,50656,5.681,0
10.0.0.12,10.0.0.1,6,443,398,76953,1.659,0
10.0.0.2,10.0.0.12,6,443,711,50703,2.449,0
10.0.0.11,10.0.0.2,6,443,391,64866,7.332,0
10.0.0.6,10.0.0.1,6,443,610,19366,9.405,0
192.168.5.20,10.0.0.12,6,80,59364,1665382,0.579,1
10.0.0.9,10.0.0.4,17,22,382,7913,9.891,0
10.0.0.6,10.0.0.6,17,80,597,18847,6.589,0
10.0.0.8,10.0.0.8,6,80,588,4844,9.653,0
10.0.0.2,10.0.0.9,6,22,334,18099,4.949,0
10.0.0.8,10.0.0.4,6,80,61,38838,11.372,0
192.168.2.83,10.0.0.12,6,80,21143,1307594,0.644,1
10.0.0.9,10.0.0.10,6,5201,525,29838,11.372,0
10.0.0.5,10.0.0.12,17,80,208,39629,3.116,0
10.0.0.11,10.0.0.5,6,80,454,13703,9.244,0
10.0.0.12,10.0.0.2,17,5201,668,43854,9.852,0
10.0.0.5,10.0.0.6,6,5201,361,7145,1.028,0
10.0.0.10,10.0.0.8,17,22,573,43353,10.216,0
10.0.0.10,10.0.0.12,17,443,390,12528,3.36,0
192.168.5.198,10.0.0.12,6,80,32832,1873249,1.039,1
10.0.0.7,10.0.0.2,17,443,206,33578,9.898,0
10.0.0.8,10.0.0.8,6,80,779,65241,4.187,0
10.0.0.3,10.0.0.5,6,80,42,55750,7.572,0
192.168.2.157,10.0.0.12,6,80,11813,958446,1.186,1
10.0.0.7,10.0.0.12,17,22,36,12770,3.133,0
10.0.0.12,10.0.0.9,17,22,738,73359,7.775,0
192.168.1.51,10.0.0.12,6,80,15065,637542,1.607,1
10.0.0.5,10.0.0.1,17,443,229,42075,0.75,0
192.168.4.14,10.0.0.12,6,80,13643,2288726,0.845,1
192.168.4.190,10.0.0.12,6,80,35237,3870901,0.941,1
10.0.0.3,10.0.0.10,17,80,415,44249,8.441,0
10.0.0.7,10.0.0.8,6,80,277,41987,0.642,0
10.0.0.1,10.0.0.4,17,443,630,13422,2.54,0
192.168.1.225,10.0.0.12,6,80,24103,2675596,1.122,1
10.0.0.10,10.0.0.5,17,80,489,40657,8.547,0
10.0.0.1,10.0.0.7,17,5201,180,55066,6.17,0
192.168.4.129,10.0.0.12,6,80,42516,3979426,0.333,1
192.168.1.24,10.0.0.12,6,80,22261,3926887,0.364,1
192.168.4.28,10.0.0.12,6,80,17428,2767575,1.561,1
192.168.1.46,10.0.0.12,6,80,37732,2975962,1.804,1
10.0.0.1,10.0.0.3,17,80,460,13869,6.548,0
10.0.0.2,10.0.0.8,17,22,432,34853,2.291,0
10.0.0.8,10.0.0.4,17,443,200,57440,5.049,0
10.0.0.4,10.0.0.3,17,80,587,29369,5.848,0
192.168.2.185,10.0.0.12,6,80,39896,3259544,0.93,1
192.168.1.13,10.0.0.12,6,80,15136,2248844,1.988,1
192.168.2.183,10.0.0.12,6,80,57702,3313833,1.638,1
10.0.0.8,10.0.0.10,6,22,19,64318,2.07,0
192.168.2.7,10.0.0.12,6,80,57967,3066836,1.272,1
10.0.0.12,10.0.0.5,17,80,597,71997,4.866,0
10.0.0.11,10.0.0.3,17,80,789,46968,6.966,0
10.0.0.4,10.0.0.8,17,22,319,77144,8.813,0
10.0.0.8,10.0.0.1,17,22,694,53794,8.828,0
10.0.0.12,10.0.0.3,6,443,191,54840,0.785,0
192.168.5.104,10.0.0.12,6,80,16359,1733899,0.219,1
192.168.3.222,10.0.0.12,6,80,15070,580020,0.656,1
192.168.3.148,10.0.0.12,6,80,16288,2349220,0.595,1
10.0.0.6,10.0.0.5,6,22,254,35614,5.052,0
10.0.0.10,10.0.0.10,17,443,47,73098,3.497,0
10.0.0.1,10.0.0.12,17,5201,668,4882,1.199,0
10.0.0.2,10.0.0.8,6,80,493,26299,6.255,0
10.0.0.7,10.0.0.1,6,80,140,75968,7.312,0
10.0.0.2,10.0.0.7,17,443,230,77260,4.558,0
10.0.0.2,10.0.0.8,6,5201,99,42689,8.18,0
10.0.0.6,10.0.0.2,6,22,695,64424,2.964,0
192.168.5.130,10.0.0.12,6,80,22370,2447063,1.564,1
192.168.5.5,10.0.0.12,6,80,21648,2921781,1.402,1
10.0.0.4,10.0.0.11,17,22,102,52517,0.66,0
192.168.4.149,10.0.0.12,6,80,30465,3250458,1.327,1
10.0.0.7,10.0.0.5,17,22,443,73645,8.112,0
10.0.0.7,10.0.0.6,6,443,638,22537,9.208,0
192.168.3.216,10.0.0.12,6,80,35343,1147043,0.648,1
192.168.4.158,10.0.0.12,6,80,31306,1810471,0.731,1
10.0.0.5,10.0.0.8,17,5201,713,18336,4.441,0
10.0.0.12,10.0.0.1,6,5201,373,23568,2.525,0
10.0.0.9,10.0.0.7,17,5201,775,11928,7.179,0
10.0.0.2,10.0.0.6,6,5201,673,34520,8.764,0
192.168.1.18,10.0.0.12,6,80,33470,3269804,0.615,1
192.168.5.9,10.0.0.12,6,80,35898,2727685,0.849,1
192.168.4.90,10.0.0.12,6,80,22379,3541921,0.638,1
10.0.0.7,10.0.0.8,17,443,388,41646,8.798,0
10.0.0.8,10.0.0.5,6,80,462,46093,11.858,0
10.0.0.8,10.0.0.5,17,22,592,8694,7.511,0
192.168.3.189,10.0.0.12,6,80,11592,2658961,1.896,1
10.0.0.11,10.0.0.3,6,5201,305,19188,2.652,0
10.0.0.10,10.0.0.8,6,80,521,79015,6.665,0
10.0.0.4,10.0.0.4,17,22,698,18189,11.785,0
192.168.5.17,10.0.0.12,6,80,14968,978904,1.045,1
10.0.0.8,10.0.0.9,17,80,278,34916,8.596,0
10.0.0.9,10.0.0.2,17,22,698,35162,7.222,0
10.0.0.10,10.0.0.12,17,443,485,66483,6.37,0
192.168.2.202,10.0.0.12,6,80,52870,839566,1.279,1
192.168.5.248,10.0.0.12,6,80,11481,503537,1.436,1
10.0.0.2,10.0.0.12,6,22,43,59747,3.522,0
192.168.1.221,10.0.0.12,6,80,49111,796531,0.831,1
10.0.0.3,10.0.0.4,17,443,127,24570,8.216,0
10.0.0.6,10.0.0.10,17,80,747,40163,6.332,0
10.0.0.4,10.0.0.4,6,5201,550,48219,1.398,0
192.168.2.129,10.0.0.12,6,80,22490,3987872,0.458,1
10.0.0.2,10.0.0.10,17,22,449,42022,9.597,0
192.168.5.91,10.0.0.12,6,80,16500,3076518,1.169,1
192.168.3.202,10.0.0.12,6,80,29283,2401206,1.026,1
10.0.0.4,10.0.0.8,17,80,277,23742,5.182,0
10.0.0.9,10.0.0.11,17,5201,760,26092,0.746,0
10.0.0.5,10.0.0.11,17,22,477,40399,2.791,0
10.0.0.11,10.0.0.11,6,22,146,6611,4.551,0
10.0.0.7,10.0.0.10,6,5201,607,19558,3.17,0
10.0.0.12,10.0.0.5,6,443,552,32017,5.328,0
10.0.0.10,10.0.0.7,17,5201,783,19143,9.591,0
10.0.0.8,10.0.0.2,17,5201,597,53808,8.659,0
10.0.0.7,10.0.0.2,17,443,161,75064,7.261,0
10.0.0.7,10.0.0.11,17,80,128,35037,2.554,0
10.0.0.11,10.0.0.7,17,22,27,51852,8.243,0
192.168.4.220,10.0.0.12,6,80,45380,3634347,1.209,1
10.0.0.12,10.0.0.3,6,80,318,55964,8.109,0
192.168.5.78,10.0.0.12,6,80,40381,2845794,1.506,1
10.0.0.12,10.0.0.5,6,80,48,61141,4.59,0
192.168.2.24,10.0.0.12,6,80,53783,2464091,0.285,1
192.168.1.235,10.0.0.12,6,80,42818,3173550,0.772,1
10.0.0.6,10.0.0.12,6,22,387,61646,6.309,0
10.0.0.6,10.0.0.10,17,443,589,75099,4.692,0
10.0.0.2,10.0.0.9,6,443,185,45052,10.189,0
10.0.0.7,10.0.0.12,17,22,473,36445,3.187,0
192.168.3.201,10.0.0.12,6,80,10450,3762289,0.484,1
192.168.1.189,10.0.0.12,6,80,21587,3853615,1.269,1
10.0.0.3,10.0.0.9,17,80,746,37952,11.393,0
10.0.0.3,10.0.0.1,6,5201,459,69490,6.512,0
10.0.0.4,10.0.0.12,6,22,272,14960,8.785,0
192.168.2.42,10.0.0.12,6,80,23591,990386,0.178,1
10.0.0.10,10.0.0.9,6,443,682,64001,3.079,0
10.0.0.9,10.0.0.11,17,443,497,39971,1.408,0
10.0.0.10,10.0.0.3,6,80,748,36182,9.747,0
10.0.0.9,10.0.0.1,6,80,727,10314,4.614,0
10.0.0.9,10.0.0.5,17,80,310,57785,2.319,0
