Source IP,Destination IP,Source Port,Destination Port,Protocol,Flow Duration,Total Fwd Packets,Total Backward Packets,Label
10.0.0.29,10.0.0.12,15086,80,17,364845,36,17,BENIGN
10.0.0.8,10.0.0.12,9919,80,6,238000,16,50,BENIGN
10.0.0.29,10.0.0.12,6777,80,17,351140,27,50,BENIGN
10.0.0.5,10.0.0.12,37068,80,17,468314,24,59,BENIGN
10.0.0.11,10.0.0.12,47673,80,6,417125,28,37,BENIGN
10.0.0.15,10.0.0.12,8977,80,6,416270,13,20,BENIGN
10.0.0.32,10.0.0.12,2746,80,17,291466,41,28,BENIGN
10.0.0.30,10.0.0.12,53692,80,6,321837,10,9,BENIGN
10.0.0.20,10.0.0.12,27117,80,17,276615,31,54,BENIGN
10.0.0.27,10.0.0.12,54982,80,6,66707,25,46,BENIGN
10.0.0.5,10.0.0.12,30513,80,17,357572,38,27,BENIGN
10.0.0.9,10.0.0.12,58561,80,6,403538,13,32,BENIGN
10.0.0.33,10.0.0.12,60708,80,6,436888,12,38,BENIGN
10.0.0.10,10.0.0.12,20955,80,6,85917,25,50,BENIGN
10.0.0.15,10.0.0.12,23700,80,17,444512,10,21,BENIGN
192.168.1.11,10.0.0.12,42643,80,17,490,18549,2,DrDoS_UDP
192.168.1.13,10.0.0.12,20869,80,17,315,17981,0,DrDoS_UDP
192.168.1.13,10.0.0.12,62733,80,17,298,5552,1,Syn
192.168.1.13,10.0.0.12,3723,80,17,423,1429,0,DrDoS_UDP
192.168.1.13,10.0.0.12,51553,80,17,296,9172,5,DrDoS_UDP
192.168.1.13,10.0.0.12,28325,80,17,317,1492,3,Syn
192.168.1.13,10.0.0.12,63719,80,17,155,16325,1,Syn
192.168.1.12,10.0.0.12,30747,80,17,38,2463,1,Syn
192.168.1.12,10.0.0.12,32759,80,17,238,7185,2,DrDoS_UDP
192.168.1.12,10.0.0.12,57482,80,17,368,10963,5,Syn
192.168.1.12,10.0.0.12,9593,80,17,390,12641,4,DrDoS_UDP
192.168.1.12,10.0.0.12,16866,80,17,239,4514,2,Syn
192.168.1.11,10.0.0.12,10256,80,17,50,2158,2,Syn
192.168.1.13,10.0.0.12,28426,80,17,128,5733,2,Syn
192.168.1.11,10.0.0.12,51035,80,17,82,16827,4,Syn
192.168.1.12,10.0.0.12,58635,80,17,158,16797,0,DrDoS_UDP
192.168.1.12,10.0.0.12,34148,80,17,235,8388,1,Syn
192.168.1.11,10.0.0.12,4336,80,17,145,16716,4,Syn
192.168.1.12,10.0.0.12,36196,80,17,5,4022,3,DrDoS_UDP
192.168.1.12,10.0.0.12,48701,80,17,188,13713,2,DrDoS_UDP
192.168.1.12,10.0.0.12,4376,80,17,292,18909,1,Syn
192.168.1.13,10.0.0.12,19937,80,17,38,13159,4,Syn
192.168.1.13,10.0.0.12,19355,80,17,423,4393,1,DrDoS_UDP
192.168.1.12,10.0.0.12,25481,80,17,407,11611,4,Syn
192.168.1.11,10.0.0.12,14069,80,17,309,17182,3,DrDoS_UDP
192.168.1.11,10.0.0.12,3574,80,17,71,11413,3,Syn
192.168.1.11,10.0.0.12,40755,80,17,458,17392,1,Syn
192.168.1.13,10.0.0.12,21899,80,17,84,13376,4,Syn
192.168.1.13,10.0.0.12,23068,80,17,260,17202,4,Syn
192.168.1.13,10.0.0.12,37915,80,17,154,16061,0,Syn
192.168.1.12,10.0.0.12,45182,80,17,57,14149,4,Syn
192.168.1.13,10.0.0.12,58177,80,17,353,1373,4,Syn
192.168.1.12,10.0.0.12,64401,80,17,336,19455,4,DrDoS_UDP
192.168.1.13,10.0.0.12,4389,80,17,299,16243,1,Syn
192.168.1.11,10.0.0.12,54872,80,17,349,8436,0,DrDoS_UDP
192.168.1.11,10.0.0.12,2265,80,17,226,10779,3,DrDoS_UDP
192.168.1.12,10.0.0.12,46276,80,17,105,13947,4,Syn
192.168.1.13,10.0.0.12,48695,80,17,32,5024,4,DrDoS_UDP
192.168.1.13,10.0.0.12,22326,80,17,340,16175,4,Syn
192.168.1.12,10.0.0.12,63721,80,17,89,15562,4,Syn
192.168.1.13,10.0.0.12,24242,80,17,347,9162,4,Syn
192.168.1.11,10.0.0.12,63764,80,17,127,9642,4,Syn
192.168.1.11,10.0.0.12,62725,80,17,499,10252,2,DrDoS_UDP
192.168.1.13,10.0.0.12,47226,80,17,251,10888,3,Syn
192.168.1.13,10.0.0.12,62214,80,17,479,9460,2,DrDoS_UDP
192.168.1.13,10.0.0.12,45367,80,17,279,12941,3,Syn
192.168.1.11,10.0.0.12,20059,80,17,22,9925,5,DrDoS_UDP
192.168.1.12,10.0.0.12,61579,80,17,227,8903,5,Syn
192.168.1.11,10.0.0.12,14266,80,17,424,18148,2,Syn
192.168.1.11,10.0.0.12,8182,80,17,316,19729,1,DrDoS_UDP
192.168.1.11,10.0.0.12,44922,80,17,464,17901,1,DrDoS_UDP
192.168.1.11,10.0.0.12,7590,80,17,212,11323,5,Syn
192.168.1.11,10.0.0.12,45666,80,17,395,5004,0,DrDoS_UDP
192.168.1.12,10.0.0.12,43811,80,17,479,16087,3,DrDoS_UDP
192.168.1.12,10.0.0.12,22072,80,17,147,2438,0,DrDoS_UDP
192.168.1.13,10.0.0.12,49434,80,17,371,1722,1,Syn
192.168.1.11,10.0.0.12,62229,80,17,471,1690,3,Syn
192.168.1.11,10.0.0.12,62405,80,17,384,9985,0,DrDoS_UDP
192.168.1.12,10.0.0.12,38245,80,17,309,4016,2,Syn
192.168.1.12,10.0.0.12,43053,80,17,279,17680,3,DrDoS_UDP
192.168.1.13,10.0.0.12,31696,80,17,140,6818,0,Syn
192.168.1.11,10.0.0.12,48938,80,17,235,8930,5,DrDoS_UDP
192.168.1.11,10.0.0.12,49298,80,17,173,10167,4,DrDoS_UDP
192.168.1.11,10.0.0.12,41063,80,17,439,13787,3,Syn
192.168.1.11,10.0.0.12,27293,80,17,343,3625,1,DrDoS_UDP
192.168.1.12,10.0.0.12,22231,80,17,480,8628,0,Syn
192.168.1.12,10.0.0.12,16459,80,17,229,9248,2,Syn
192.168.1.13,10.0.0.12,48398,80,17,294,874,2,Syn
192.168.1.13,10.0.0.12,16510,80,17,32,4373,3,Syn
192.168.1.11,10.0.0.12,27593,80,17,352,16966,5,Syn
192.168.1.13,10.0.0.12,8718,80,17,328,10167,2,DrDoS_UDP
192.168.1.11,10.0.0.12,63765,80,17,69,16169,1,Syn
192.168.1.13,10.0.0.12,40721,80,17,192,14126,5,Syn
192.168.1.13,10.0.0.12,53583,80,17,341,7656,1,DrDoS_UDP
192.168.1.13,10.0.0.12,30302,80,17,271,12354,0,DrDoS_UDP
192.168.1.11,10.0.0.12,55338,80,17,281,17063,1,DrDoS_UDP
192.168.1.11,10.0.0.12,22527,80,17,438,17550,3,DrDoS_UDP
192.168.1.13,10.0.0.12,14485,80,17,368,19608,3,DrDoS_UDP
192.168.1.13,10.0.0.12,30219,80,17,415,2323,3,DrDoS_UDP
192.168.1.13,10.0.0.12,28249,80,17,234,18978,0,Syn
192.168.1.13,10.0.0.12,53906,80,17,158,1213,3,Syn
192.168.1.11,10.0.0.12,49901,80,17,112,19450,0,DrDoS_UDP
192.168.1.12,10.0.0.12,23603,80,17,359,2589,4,DrDoS_UDP
192.168.1.11,10.0.0.12,62219,80,17,242,1539,2,Syn
192.168.1.11,10.0.0.12,51419,80,17,70,14274,2,Syn
192.168.1.12,10.0.0.12,58015,80,17,470,12869,3,DrDoS_UDP
192.168.1.13,10.0.0.12,64210,80,17,339,18171,1,Syn
192.168.1.11,10.0.0.12,12720,80,17,276,13379,4,DrDoS_UDP
192.168.1.13,10.0.0.12,65165,80,17,115,613,0,Syn
192.168.1.12,10.0.0.12,45162,80,17,369,18340,3,Syn
192.168.1.11,10.0.0.12,17244,80,17,236,11842,1,Syn
192.168.1.11,10.0.0.12,62458,80,17,449,4197,0,Syn
192.168.1.13,10.0.0.12,51228,80,17,480,1012,1,DrDoS_UDP
192.168.1.11,10.0.0.12,7636,80,17,305,1600,3,DrDoS_UDP
192.168.1.11,10.0.0.12,49556,80,17,23,13681,3,DrDoS_UDP
192.168.1.13,10.0.0.12,15262,80,17,387,2349,1,Syn
192.168.1.11,10.0.0.12,54487,80,17,470,19377,2,Syn
192.168.1.11,10.0.0.12,20800,80,17,449,5194,5,DrDoS_UDP
192.168.1.12,10.0.0.12,20717,80,17,141,2497,4,DrDoS_UDP
192.168.1.13,10.0.0.12,45506,80,17,219,18714,3,DrDoS_UDP
192.168.1.12,10.0.0.12,62731,80,17,330,12989,4,Syn
192.168.1.13,10.0.0.12,28308,80,17,210,5389,2,Syn
192.168.1.11,10.0.0.12,50465,80,17,276,16016,1,DrDoS_UDP
192.168.1.12,10.0.0.12,57223,80,17,363,5230,3,DrDoS_UDP
192.168.1.13,10.0.0.12,28069,80,17,496,14148,4,DrDoS_UDP
192.168.1.12,10.0.0.12,16939,80,17,131,7162,2,DrDoS_UDP
192.168.1.12,10.0.0.12,56541,80,17,190,3529,4,DrDoS_UDP
192.168.1.11,10.0.0.12,18617,80,17,194,1795,0,DrDoS_UDP
192.168.1.13,10.0.0.12,48492,80,17,344,18812,1,Syn
192.168.1.11,10.0.0.12,58005,80,17,465,11410,2,DrDoS_UDP
192.168.1.11,10.0.0.12,62441,80,17,98,4344,5,Syn
192.168.1.11,10.0.0.12,46612,80,17,310,7201,3,DrDoS_UDP
192.168.1.13,10.0.0.12,22101,80,17,398,9775,3,Syn
192.168.1.13,10.0.0.12,43538,80,17,184,10606,2,Syn
192.168.1.13,10.0.0.12,58879,80,17,255,15770,0,Syn
192.168.1.12,10.0.0.12,60945,80,17,105,12647,2,Syn
192.168.1.11,10.0.0.12,37889,80,17,443,7750,5,DrDoS_UDP
192.168.1.11,10.0.0.12,18114,80,17,284,19637,4,Syn
192.168.1.12,10.0.0.12,11012,80,17,101,11309,1,Syn
192.168.1.13,10.0.0.12,55639,80,17,126,16861,4,Syn
192.168.1.12,10.0.0.12,51051,80,17,421,16511,5,Syn
192.168.1.12,10.0.0.12,12049,80,17,376,12040,1,DrDoS_UDP
192.168.1.13,10.0.0.12,36842,80,17,251,6530,4,DrDoS_UDP
192.168.1.13,10.0.0.12,3240,80,17,430,2935,5,DrDoS_UDP
192.168.1.11,10.0.0.12,28050,80,17,71,8083,0,DrDoS_UDP
192.168.1.11,10.0.0.12,15358,80,17,259,15442,2,DrDoS_UDP
192.168.1.13,10.0.0.12,42818,80,17,342,16333,5,Syn
192.168.1.11,10.0.0.12,1457,80,17,273,18576,3,DrDoS_UDP
192.168.1.11,10.0.0.12,35719,80,17,370,9502,4,Syn
192.168.1.11,10.0.0.12,33937,80,17,417,14609,1,DrDoS_UDP
192.168.1.11,10.0.0.12,35390,80,17,77,8396,1,Syn
192.168.1.12,10.0.0.12,18543,80,17,408,13505,0,Syn
192.168.1.12,10.0.0.12,31104,80,17,290,8469,5,DrDoS_UDP
192.168.1.12,10.0.0.12,45853,80,17,424,3141,5,DrDoS_UDP
192.168.1.11,10.0.0.12,27584,80,17,195,12859,4,Syn
192.168.1.11,10.0.0.12,42753,80,17,5,6115,0,Syn
192.168.1.12,10.0.0.12,43288,80,17,402,11355,4,DrDoS_UDP
192.168.1.13,10.0.0.12,61261,80,17,22,8028,1,Syn
192.168.1.12,10.0.0.12,4075,80,17,474,2936,5,Syn
192.168.1.13,10.0.0.12,37954,80,17,337,1578,1,Syn
192.168.1.11,10.0.0.12,64034,80,17,107,19735,1,Syn
192.168.1.11,10.0.0.12,20637,80,17,84,18979,1,Syn
192.168.1.13,10.0.0.12,59778,80,17,277,11370,3,DrDoS_UDP
192.168.1.13,10.0.0.12,48482,80,17,41,16909,5,Syn
192.168.1.11,10.0.0.12,7425,80,17,224,8106,0,Syn
192.168.1.13,10.0.0.12,51421,80,17,315,13499,2,DrDoS_UDP
192.168.1.13,10.0.0.12,18936,80,17,402,15263,3,DrDoS_UDP
192.168.1.12,10.0.0.12,37267,80,17,482,12801,3,DrDoS_UDP
192.168.1.13,10.0.0.12,39419,80,17,339,12954,0,Syn
192.168.1.11,10.0.0.12,47758,80,17,38,3188,2,DrDoS_UDP
192.168.1.12,10.0.0.12,47664,80,17,402,5555,5,Syn
192.168.1.12,10.0.0.12,24662,80,17,55,3498,0,Syn
192.168.1.12,10.0.0.12,24611,80,17,390,9339,0,DrDoS_UDP
192.168.1.11,10.0.0.12,13304,80,17,221,15207,4,Syn
192.168.1.11,10.0.0.12,2745,80,17,46,12097,4,DrDoS_UDP
192.168.1.13,10.0.0.12,40217,80,17,402,11130,3,DrDoS_UDP
192.168.1.12,10.0.0.12,28143,80,17,199,3275,5,DrDoS_UDP
192.168.1.13,10.0.0.12,35175,80,17,87,12975,1,DrDoS_UDP
192.168.1.12,10.0.0.12,20758,80,17,138,16658,1,DrDoS_UDP
192.168.1.11,10.0.0.12,29510,80,17,142,14298,2,Syn
192.168.1.11,10.0.0.12,24690,80,17,129,8580,5,Syn
192.168.1.13,10.0.0.12,41438,80,17,101,15503,0,DrDoS_UDP
192.168.1.12,10.0.0.12,1467,80,17,486,13466,2,Syn
192.168.1.12,10.0.0.12,29874,80,17,172,14610,5,DrDoS_UDP
192.168.1.12,10.0.0.12,22039,80,17,309,7081,3,Syn
192.168.1.11,10.0.0.12,64238,80,17,204,10957,2,Syn
192.168.1.13,10.0.0.12,52271,80,17,125,11178,3,Syn
192.168.1.12,10.0.0.12,24945,80,17,59,18976,1,DrDoS_UDP
192.168.1.13,10.0.0.12,51330,80,17,282,1381,5,Syn
192.168.1.13,10.0.0.12,14763,80,17,225,10046,5,DrDoS_UDP
192.168.1.12,10.0.0.12,45128,80,17,256,5060,5,Syn
192.168.1.11,10.0.0.12,17583,80,17,338,5550,5,Syn
192.168.1.12,10.0.0.12,5871,80,17,230,16203,4,Syn
192.168.1.13,10.0.0.12,34225,80,17,473,14206,4,DrDoS_UDP
192.168.1.12,10.0.0.12,47006,80,17,459,18093,4,DrDoS_UDP
192.168.1.11,10.0.0.12,51418,80,17,128,12132,1,DrDoS_UDP
192.168.1.13,10.0.0.12,65485,80,17,331,13594,2,Syn
192.168.1.11,10.0.0.12,1715,80,17,51,8978,1,DrDoS_UDP
192.168.1.12,10.0.0.12,25542,80,17,201,15673,5,DrDoS_UDP
192.168.1.12,10.0.0.12,2633,80,17,248,3925,2,Syn
192.168.1.11,10.0.0.12,8630,80,17,426,5142,2,Syn
192.168.1.12,10.0.0.12,30864,80,17,402,7278,4,Syn
192.168.1.12,10.0.0.12,32229,80,17,50,14857,5,Syn
192.168.1.12,10.0.0.12,5426,80,17,154,1964,5,DrDoS_UDP
192.168.1.11,10.0.0.12,56675,80,17,176,4083,5,DrDoS_UDP
192.168.1.13,10.0.0.12,17009,80,17,265,6216,4,DrDoS_UDP
192.168.1.12,10.0.0.12,37714,80,17,219,15640,1,Syn
192.168.1.13,10.0.0.12,13112,80,17,96,14660,3,DrDoS_UDP
192.168.1.13,10.0.0.12,41270,80,17,453,6965,3,Syn
192.168.1.12,10.0.0.12,1315,80,17,361,7538,1,Syn
192.168.1.13,10.0.0.12,54024,80,17,408,2550,4,DrDoS_UDP
192.168.1.13,10.0.0.12,13276,80,17,188,11181,1,Syn
192.168.1.11,10.0.0.12,18217,80,17,344,16539,4,Syn
192.168.1.13,10.0.0.12,26493,80,17,313,13362,4,DrDoS_UDP
192.168.1.12,10.0.0.12,24091,80,17,433,15503,4,DrDoS_UDP
192.168.1.13,10.0.0.12,47291,80,17,410,10246,4,DrDoS_UDP
192.168.1.13,10.0.0.12,9802,80,17,161,4362,1,Syn
192.168.1.11,10.0.0.12,13020,80,17,192,5132,4,Syn
192.168.1.12,10.0.0.12,40111,80,17,71,19335,3,Syn
192.168.1.11,10.0.0.12,32918,80,17,326,18108,5,DrDoS_UDP
10.0.0.36,10.0.0.12,11959,80,17,152432,13,16,BENIGN
10.0.0.21,10.0.0.12,56204,80,17,325749,8,60,BENIGN
10.0.0.23,10.0.0.12,63403,80,6,255074,13,17,BENIGN
10.0.0.25,10.0.0.12,64189,80,17,215504,48,36,BENIGN
10.0.0.27,10.0.0.12,47563,80,17,257219,15,10,BENIGN
10.0.0.37,10.0.0.12,3046,80,6,154139,7,22,BENIGN
10.0.0.15,10.0.0.12,36256,80,17,89189,54,34,BENIGN
10.0.0.37,10.0.0.12,49685,80,17,289214,37,12,BENIGN
10.0.0.37,10.0.0.12,8508,80,17,407382,39,57,BENIGN
10.0.0.24,10.0.0.12,36547,80,6,399461,51,33,BENIGN
10.0.0.35,10.0.0.12,15346,80,17,54695,52,58,BENIGN
10.0.0.16,10.0.0.12,20534,80,6,236789,21,27,BENIGN
10.0.0.6,10.0.0.12,29798,80,6,407654,56,20,BENIGN
10.0.0.14,10.0.0.12,54154,80,17,452437,50,44,BENIGN
10.0.0.28,10.0.0.12,11901,80,6,412487,18,57,BENIGN
10.0.0.14,10.0.0.12,53809,80,6,299883,27,39,BENIGN
10.0.0.18,10.0.0.12,40139,80,6,170687,50,23,BENIGN
10.0.0.19,10.0.0.12,38558,80,17,450847,37,48,BENIGN
10.0.0.7,10.0.0.12,9909,80,17,482699,8,22,BENIGN
10.0.0.9,10.0.0.12,46992,80,6,131902,14,50,BENIGN
10.0.0.21,10.0.0.12,55319,80,6,400231,58,48,BENIGN
10.0.0.26,10.0.0.12,33101,80,6,303737,45,22,BENIGN
10.0.0.27,10.0.0.12,25611,80,17,40592,45,55,BENIGN
10.0.0.6,10.0.0.12,27425,80,17,365224,28,34,BENIGN
10.0.0.32,10.0.0.12,22473,80,6,456557,54,59,BENIGN
10.0.0.6,10.0.0.12,48926,80,17,333839,47,49,BENIGN
10.0.0.23,10.0.0.12,56736,80,6,418164,39,30,BENIGN
10.0.0.14,10.0.0.12,64471,80,17,433457,18,36,BENIGN
10.0.0.18,10.0.0.12,22183,80,17,178080,40,41,BENIGN
10.0.0.9,10.0.0.12,38126,80,17,414298,26,48,BENIGN
10.0.0.4,10.0.0.12,4034,80,6,329298,55,58,BENIGN
10.0.0.30,10.0.0.12,2091,80,6,488290,59,15,BENIGN
10.0.0.29,10.0.0.12,30942,80,6,225290,17,49,BENIGN
10.0.0.9,10.0.0.12,58836,80,17,84349,60,22,BENIGN
10.0.0.6,10.0.0.12,43923,80,17,132276,10,28,BENIGN
10.0.0.11,10.0.0.12,4417,80,17,328996,24,51,BENIGN
10.0.0.15,10.0.0.12,29154,80,6,369940,11,5,BENIGN
10.0.0.14,10.0.0.12,32272,80,6,70572,42,19,BENIGN
10.0.0.34,10.0.0.12,45587,80,17,5869,5,49,BENIGN
10.0.0.22,10.0.0.12,54574,80,6,452066,32,49,BENIGN
10.0.0.9,10.0.0.12,32330,80,6,121034,29,10,BENIGN
10.0.0.7,10.0.0.12,7787,80,17,193708,24,13,BENIGN
10.0.0.25,10.0.0.12,51713,80,6,337370,48,14,BENIGN
10.0.0.5,10.0.0.12,35791,80,6,320983,46,15,BENIGN
10.0.0.29,10.0.0.12,24039,80,6,330294,52,14,BENIGN
10.0.0.27,10.0.0.12,41399,80,17,451868,18,10,BENIGN
10.0.0.7,10.0.0.12,10199,80,6,310106,51,29,BENIGN
10.0.0.23,10.0.0.12,64151,80,17,165890,55,13,BENIGN
10.0.0.16,10.0.0.12,19175,80,6,131110,40,43,BENIGN
10.0.0.39,10.0.0.12,48287,80,17,409404,49,6,BENIGN
10.0.0.20,10.0.0.12,14488,80,6,393085,30,23,BENIGN
10.0.0.4,10.0.0.12,52391,80,6,260463,29,12,BENIGN
10.0.0.16,10.0.0.12,33764,80,6,277974,5,28,BENIGN
10.0.0.21,10.0.0.12,9673,80,17,452314,58,41,BENIGN
10.0.0.27,10.0.0.12,24971,80,6,400888,35,54,BENIGN
10.0.0.5,10.0.0.12,2117,80,6,8231,21,18,BENIGN
10.0.0.3,10.0.0.12,61486,80,6,498381,55,30,BENIGN
10.0.0.33,10.0.0.12,19799,80,17,223075,49,30,BENIGN
10.0.0.6,10.0.0.12,43002,80,6,146473,10,24,BENIGN
10.0.0.6,10.0.0.12,34532,80,6,424656,14,39,BENIGN
10.0.0.21,10.0.0.12,26630,80,6,163618,49,32,BENIGN
10.0.0.16,10.0.0.12,4818,80,6,46200,32,12,BENIGN
10.0.0.30,10.0.0.12,41151,80,6,163157,47,52,BENIGN
10.0.0.12,10.0.0.12,8851,80,6,372143,13,49,BENIGN
10.0.0.1,10.0.0.12,11760,80,17,182773,38,38,BENIGN
10.0.0.17,10.0.0.12,11966,80,17,67548,52,54,BENIGN
10.0.0.18,10.0.0.12,49057,80,6,405451,6,26,BENIGN
10.0.0.28,10.0.0.12,18848,80,6,138861,50,41,BENIGN
10.0.0.5,10.0.0.12,33539,80,17,268796,28,8,BENIGN
10.0.0.32,10.0.0.12,57343,80,6,193774,15,21,BENIGN
10.0.0.7,10.0.0.12,59630,80,6,120749,52,37,BENIGN
10.0.0.1,10.0.0.12,3910,80,6,129215,7,35,BENIGN
10.0.0.24,10.0.0.12,26122,80,6,94827,59,7,BENIGN
10.0.0.36,10.0.0.12,53656,80,17,118710,25,20,BENIGN
10.0.0.27,10.0.0.12,61045,80,17,143217,57,9,BENIGN
10.0.0.37,10.0.0.12,25456,80,6,264214,48,8,BENIGN
10.0.0.12,10.0.0.12,15650,80,6,211200,9,34,BENIGN
10.0.0.19,10.0.0.12,51717,80,17,172599,10,40,BENIGN
10.0.0.30,10.0.0.12,1546,80,17,106209,23,41,BENIGN
10.0.0.20,10.0.0.12,49492,80,6,244231,28,42,BENIGN
10.0.0.32,10.0.0.12,51657,80,6,385021,39,53,BENIGN
10.0.0.16,10.0.0.12,10891,80,6,489844,31,6,BENIGN
10.0.0.15,10.0.0.12,36514,80,17,334416,58,49,BENIGN
10.0.0.1,10.0.0.12,63348,80,17,1766,53,47,BENIGN
10.0.0.25,10.0.0.12,56664,80,17,55499,18,38,BENIGN
10.0.0.16,10.0.0.12,28537,80,17,32402,14,50,BENIGN
10.0.0.18,10.0.0.12,7120,80,6,484013,19,59,BENIGN
10.0.0.34,10.0.0.12,28094,80,17,241364,52,10,BENIGN
10.0.0.38,10.0.0.12,7287,80,6,335084,57,30,BENIGN
10.0.0.5,10.0.0.12,39814,80,6,229056,47,13,BENIGN
10.0.0.16,10.0.0.12,20139,80,17,447123,25,56,BENIGN
10.0.0.26,10.0.0.12,46946,80,17,167753,33,22,BENIGN
10.0.0.15,10.0.0.12,5918,80,6,72361,54,54,BENIGN
10.0.0.38,10.0.0.12,8165,80,6,56395,15,33,BENIGN
10.0.0.30,10.0.0.12,21604,80,17,64300,39,27,BENIGN
10.0.0.14,10.0.0.12,30640,80,17,243927,21,59,BENIGN
10.0.0.8,10.0.0.12,6949,80,6,424413,48,24,BENIGN
10.0.0.39,10.0.0.12,3667,80,6,439265,59,25,BENIGN
10.0.0.10,10.0.0.12,7001,80,6,187511,30,37,BENIGN
10.0.0.4,10.0.0.12,45403,80,17,137402,57,16,BENIGN
10.0.0.2,10.0.0.12,63420,80,17,449057,33,40,BENIGN
10.0.0.36,10.0.0.12,17398,80,6,243243,11,56,BENIGN
10.0.0.9,10.0.0.12,8983,80,6,33332,58,54,BENIGN
10.0.0.15,10.0.0.12,9590,80,6,432842,30,28,BENIGN
10.0.0.6,10.0.0.12,39187,80,17,481996,57,9,BENIGN
10.0.0.2,10.0.0.12,5249,80,6,474167,46,33,BENIGN
10.0.0.9,10.0.0.12,7051,80,17,65239,7,34,BENIGN
10.0.0.4,10.0.0.12,12033,80,17,431799,51,30,BENIGN
10.0.0.32,10.0.0.12,2956,80,17,359200,32,16,BENIGN
10.0.0.23,10.0.0.12,15095,80,6,145169,22,33,BENIGN
10.0.0.10,10.0.0.12,3294,80,6,340360,23,36,BENIGN
10.0.0.27,10.0.0.12,58877,80,17,32970,10,22,BENIGN
10.0.0.25,10.0.0.12,10017,80,17,105573,46,56,BENIGN
10.0.0.34,10.0.0.12,17352,80,6,201539,55,50,BENIGN
10.0.0.23,10.0.0.12,32460,80,17,181372,41,37,BENIGN
10.0.0.21,10.0.0.12,26476,80,17,95275,6,25,BENIGN
10.0.0.39,10.0.0.12,15377,80,6,470638,56,54,BENIGN
10.0.0.18,10.0.0.12,4863,80,17,278574,27,54,BENIGN
10.0.0.38,10.0.0.12,16278,80,6,53499,20,47,BENIGN
10.0.0.16,10.0.0.12,18491,80,6,401582,19,41,BENIGN
10.0.0.25,10.0.0.12,24276,80,6,93327,20,42,BENIGN
10.0.0.21,10.0.0.12,53859,80,17,480188,42,6,BENIGN
10.0.0.23,10.0.0.12,63123,80,6,296231,17,58,BENIGN
10.0.0.32,10.0.0.12,36552,80,17,93042,36,7,BENIGN
10.0.0.6,10.0.0.12,4705,80,6,316444,19,6,BENIGN
10.0.0.34,10.0.0.12,32349,80,6,174924,44,17,BENIGN
10.0.0.9,10.0.0.12,23355,80,6,482705,56,59,BENIGN
10.0.0.21,10.0.0.12,4927,80,6,78443,42,50,BENIGN
10.0.0.10,10.0.0.12,51772,80,6,444799,38,60,BENIGN
10.0.0.24,10.0.0.12,63975,80,6,196869,50,47,BENIGN
10.0.0.26,10.0.0.12,39429,80,6,177454,24,25,BENIGN
10.0.0.9,10.0.0.12,64978,80,6,384963,32,55,BENIGN
10.0.0.32,10.0.0.12,43568,80,17,92332,50,40,BENIGN
10.0.0.40,10.0.0.12,52600,80,17,118040,47,42,BENIGN
10.0.0.12,10.0.0.12,25821,80,17,385824,49,23,BENIGN
10.0.0.9,10.0.0.12,12670,80,6,498438,49,41,BENIGN
10.0.0.26,10.0.0.12,56779,80,6,96463,43,25,BENIGN
10.0.0.40,10.0.0.12,15500,80,6,492094,36,14,BENIGN
10.0.0.22,10.0.0.12,49870,80,6,125778,27,25,BENIGN
10.0.0.11,10.0.0.12,42717,80,6,431787,50,47,BENIGN
10.0.0.22,10.0.0.12,30294,80,6,140047,18,20,BENIGN
10.0.0.5,10.0.0.12,23993,80,17,413625,11,51,BENIGN
10.0.0.1,10.0.0.12,4179,80,17,230753,51,31,BENIGN
10.0.0.11,10.0.0.12,58993,80,17,259516,29,27,BENIGN
10.0.0.35,10.0.0.12,25622,80,6,435533,35,55,BENIGN
10.0.0.37,10.0.0.12,43685,80,6,86278,33,9,BENIGN
10.0.0.3,10.0.0.12,20351,80,6,168099,21,11,BENIGN
10.0.0.5,10.0.0.12,23424,80,6,466531,29,15,BENIGN
10.0.0.5,10.0.0.12,36875,80,6,178183,43,44,BENIGN
10.0.0.31,10.0.0.12,47194,80,6,227137,46,15,BENIGN
10.0.0.39,10.0.0.12,59334,80,17,83367,8,11,BENIGN
10.0.0.22,10.0.0.12,14494,80,6,215580,49,40,BENIGN
10.0.0.35,10.0.0.12,18408,80,17,156923,20,11,BENIGN
10.0.0.4,10.0.0.12,26773,80,17,81525,8,28,BENIGN
10.0.0.1,10.0.0.12,29047,80,6,155428,57,47,BENIGN
10.0.0.39,10.0.0.12,32502,80,6,51849,6,18,BENIGN
10.0.0.11,10.0.0.12,42848,80,17,43958,35,59,BENIGN
10.0.0.8,10.0.0.12,21232,80,17,247910,36,47,BENIGN
10.0.0.17,10.0.0.12,6996,80,17,97931,28,29,BENIGN
10.0.0.24,10.0.0.12,13251,80,17,24392,21,33,BENIGN
10.0.0.30,10.0.0.12,18286,80,6,439870,22,41,BENIGN
10.0.0.4,10.0.0.12,10928,80,6,45935,47,27,BENIGN
10.0.0.35,10.0.0.12,28155,80,6,291246,8,58,BENIGN
10.0.0.25,10.0.0.12,54659,80,17,281763,48,60,BENIGN
10.0.0.31,10.0.0.12,38557,80,6,250698,24,10,BENIGN
10.0.0.26,10.0.0.12,60188,80,6,264245,41,38,BENIGN
10.0.0.37,10.0.0.12,45426,80,6,64062,53,33,BENIGN
10.0.0.12,10.0.0.12,63221,80,6,112091,56,17,BENIGN
